ImageInstanceUID,width,height
f9b6bd4593c8,3056,2544
ae11b7367694,4256,3488
c10d11ec6d55,4248,3480
f3db55688feb,3032,2436
22adcdb11ce8,2798,2801
0ca90a4d1e11,3408,2800
957baad1a51c,2836,2336
3bd241da31bc,4248,3480
7e60c4623c33,3006,3006
3224f58b22af,2835,2518
c479ad077c88,2836,2336
40f44cc7ab55,4256,3488
343d445230a1,3408,2487
d2cf63ed558c,4240,3480
8cb5554d94c7,4256,3488
1ea61cb23df6,3060,2500
ba0001dac70b,1387,1140
842c682f409e,4248,3480
c64a4232f6ba,2802,2801
96b766b758fc,2778,2792
4b80ec905ec4,2832,2320
a5e66dc2ba95,4256,3488
aae639baa02e,3032,2520
31981d927091,2992,2801
75b52bec817f,2836,2320
fd4004c1cfea,1387,1140
0fc37fb1363a,2872,2416
63f6f0b040e3,2242,2242
5f6691632bbe,2463,2449
df176d43ac18,3408,2800
124e75eb6622,3032,2520
3b982073ec16,3408,2800
c8df20c984c1,2836,2336
af7a7d33882f,3050,2539
59cb840515f1,3056,2544
0ab7bd949094,2832,2320
4467cda706e7,2836,2336
3e343656f6f4,2832,2320
0c39bc33ac7a,2836,2336
5a9ddd49c44b,2231,2302
d7cd649d9c82,2840,2874
4c24b0e2b7cf,3488,3488
e96133d06736,2753,2954
bdad1644a802,2992,2991
41646d9a3e01,2836,2336
42219d500947,3032,2520
71d2c3956f3c,3032,3032
c35ff2df89be,2836,2336
b47fa03aadf8,4240,3480
5e007ab59e5d,4240,3480
01e4def48338,4248,3480
ef73ebf6e779,3052,3052
83ce6df2cf98,3052,3052
9a06de614828,2836,2336
2b58c5262bf9,2805,2484
f173ce0e8a47,4240,3480
3ea74e4b1d24,2846,2292
1a0a148c030f,3056,2544
d44325899888,3052,3052
514fbba4cb3a,1387,1140
cd4bf20dc13a,3032,3032
645d837f1782,4256,3488
d0f28aad694b,1854,2021
f9a728667d24,2872,2416
5a84eaaa2854,3012,3052
c8e60c5d938d,4256,3488
de540f4137c7,2832,2320
d0be46c2141f,3408,2800
c86ec745fa23,4248,3480
50f29acd37a6,3135,2800
72683b80b687,2846,2330
81b158b2250f,2832,2320
e98f43cd0867,2872,2416
b8a2649926a2,2975,2843
49f010752fd8,2983,2800
8d7102bde380,2880,2540
dd3b16780ce4,4240,3480
d3ba6f068795,4240,3480
800fdabe8dae,2268,2211
5315a92172ef,2846,2330
a9df9aa64b16,4248,3480
132fc5897bff,4240,3480
faf224c840ff,2832,2320
6b7f9efbc371,1387,1140
89b70af76de1,4240,3480
137ebbb39847,2140,1760
7ec6d82fbd45,4256,3488
1d8755ce5242,4240,3480
5c8147b9d1a4,3408,3320
a9fe960e8d9f,2432,2457
111f979c1ba3,2832,2320
f21c0ad4f6c6,3408,2800
54e9b0d1d87a,4240,3480
f7cbb88ba1c2,1387,1140
8e437e0d3f8b,2992,2797
d0ab24d94b3d,3032,2520
83fd4f54a9a4,4256,3488
0f03b4cbbdea,2836,2336
47716ab91efa,3001,2988
70fcced4ab9a,2846,2242
442b8b3c6567,2606,2789
78305d709f4f,4240,3480
c5c6a58554c9,2892,2611
3b7033af4649,3048,2536
a97b888b1010,3056,2544
1b64e9bd2079,2836,2336
69cd165ecf4c,4256,3488
ff322f8e36c4,2802,2801
6adce4fc71b0,2840,2874
77b875487f6c,3408,2721
b1f57cd2ee79,4248,3480
1213420769a4,4256,3488
e313470893d0,3050,2539
7760f20dc671,4248,3480
4479e9dd4f43,4240,3480
73df6b5190c2,2990,2801
de42746833a3,3032,2436
0f453db5fed6,2836,2336
3e701399bf0f,3050,2539
86e1bca26b5f,2798,2801
2bdc5555d9d7,4256,3488
233a9742ef2f,2836,2336
680a0a3ed00c,2840,2874
2152246f31f1,2880,2540
7a733f167e29,2906,2115
a47ccd8c56a8,2836,2336
91dbd1e4d4b8,3050,2539
27c6b4e08f27,2836,2336
8c00b0d57a91,3050,2539
1bd1aa3ea90e,3032,3032
ecbd5addfd43,3408,2800
79b7ba0210bb,2832,2320
8408a0a09a25,2140,1760
2bbfe094d9c4,4256,3488
76ac53629eda,4240,3480
53488579be26,3408,2800
c2dabc90054b,4240,3480
1ea96fd9dd7c,2832,2320
39fc79f0bd68,2836,2336
f47d797dc06e,2932,3052
e99abff2a302,2836,2336
39b12d3c2fa6,4248,3480
5e3d1593fc0a,2832,2320
4c7789795282,3032,3032
b76c4defa9c7,2988,2975
9796be0b3e33,2836,2336
dfd483d68471,3032,2436
1b3d36c26846,2718,2330
5dd762a0aec9,3032,2520
da0282b42d7e,2836,2336
8ae96d80aada,2771,2821
bf9c56696294,4256,3488
cdee964c1183,2836,2336
31ed6ca7181f,4240,3480
9d0c91bd716b,4256,3488
f0a21386ef18,4240,3480
01fc054e43dd,4240,3480
9e879235655a,2836,2336
19fc87ff0612,3480,4240
d908cf9ff11b,2992,2789
f24954cd9492,2988,2964
9bea66a2b74e,1696,1565
1acda07db7b7,3028,3052
8a89d61875f9,3408,2800
b2e0f472113b,2836,2336
bb4b1da810f3,2836,2336
a8f9b3071e77,3480,4240
1951ac929b71,4256,3488
2cfc6491579a,2490,2169
8d8edfaaf473,4248,3480
0ac321d82310,2794,2249
dec62bd53a03,3048,2536
8a41350ed766,2836,2336
d479e8a775d6,2846,2330
b69f71f7c44f,3032,2520
3b31c91dd63b,1387,1140
fdb25a936891,2682,2663
f6f3ad013608,2856,2539
2f1ce67c8d80,4248,3480
a6b6e0c9dde0,2836,2336
850e41638d39,2836,2336
eea3a910fa9e,3480,4240
302436633ec0,3050,2539
981b09433923,2798,2801
a79f46805078,2836,2336
2dfb1892020b,4248,3480
ee92643ee482,3050,2539
a650491c7276,2880,2540
83ba207acf3a,2872,2416
bf3a6c21cac0,4240,3480
f01d5caded33,4256,3488
30353c8bddab,2872,2416
44d2c6e9266c,4240,3480
1d528d96ae8f,3001,3001
6739839069f8,2836,2336
5fe5d4052587,4240,3480
e62e55fc3d30,2446,2010
d653aa376299,3020,3052
380bc51923e1,4248,3480
75cfdc5bec2d,4248,3480
029fd29fcfff,2706,2600
ae62f3e85752,4248,3480
48f11766c41f,4240,3480
c1f7a8613aa3,4240,3480
a6de43bd68d4,4248,3480
0896ca4f76f3,2934,2625
b622f84403da,3027,2520
af0c08a95509,2992,2801
ae56e7be5c64,3056,2544
204f98b6eaa0,2140,1760
53d661519127,2802,2801
df2bb22fa871,2795,2967
0834d60255e3,3032,2520
dd4db2cfc1dc,2870,2490
ea2117b53323,3408,2800
1b3f39f26e86,2140,1760
a5c5e8425f03,2825,1599
fdd2f9b2f036,3050,2539
162eb52156fe,3408,2800
2f6019c75d6d,2795,2967
c2004e13c84f,2802,2801
4a716f15a2c9,2985,2971
25af1dc6eb56,2832,2320
b297e82a912c,3045,2656
e6a05de9cd72,4248,3480
621a97bed4f2,3032,2436
1ad04a61f05f,4248,3480
d6fd4e6aa2fc,2836,2336
39748831cb0e,3488,3488
799d5b7686eb,2992,2991
cb1cacc91d76,2612,2616
bc0043b0b2e4,3056,2544
c5970294a8c3,4248,3480
c8e77281fb61,2836,2336
4efd20c837dc,3408,2800
7117291867a9,2846,2330
91fe5cb436fa,2827,2414
4145f29b1520,2446,2010
34d695666ba0,3060,2548
e1ae4be3ef0c,2836,2336
648c3ab1901d,1387,1140
92d696325eca,2872,2416
a9db22dc73e5,3050,2539
860bd55d358c,3032,2436
bf9f0eea64a7,2660,2180
022085a0b648,3050,2539
26aec18cd81a,3027,2520
b4fcb78a1832,1387,1140
e4ba8cc4614d,1760,2140
7c09ada15942,2832,2320
a2c5285c6fec,2748,2539
73f8657c1d8a,3032,2436
137a766bb266,3050,2539
ba10a1d08237,4240,3480
f00655c68e05,3032,2520
7749cddd0a17,3032,2520
0811fa228368,2846,2330
97a6e11901eb,3032,2436
bcdfd2f72125,4248,3480
9e4824fcee2e,3408,2800
754c56fbab63,3004,3052
a6265fd0fbbd,2836,2336
cedf1b30b001,3048,2536
3299c772badc,3050,2424
dbbcce15367b,2832,2320
044839a5b51f,3032,2436
d2896d7a3da9,3480,4240
055ab8efe60a,3480,4240
eefa0243dac0,3048,2536
b8e74edf332d,3056,2544
1b9c9f8fb993,2846,2330
82383ab47304,2802,2801
f4a384d2f5a7,4248,3480
4bd0ff5a460c,2446,2010
7e63892d77cb,3160,2776
1deb434d88f9,2140,1760
c5989c8376dd,3032,3032
ef367099b05f,4240,3480
f99140e2c7d9,2836,2336
e738c549fe8e,3056,2544
c3c864ee0f68,3408,2800
efeeacad5c65,4248,3480
a277e7e8bcfc,3050,2539
25bb6f3d25af,4248,3480
6e5dbfb30008,3032,2436
9872a8a48f23,3056,2544
0ee216baabd5,4240,3480
5f79c81b9eb4,3408,2800
058648c8a669,2872,2416
1ce44a46c684,4256,3488
b2f5d0fe9ab4,2872,2416
7d3c921cda8c,4248,3480
63ed28f6c6f5,3056,2544
63f632b19a9c,4256,3488
d46ec73397be,2140,1760
24676aae20cf,2469,2149
0d97277582ab,2719,2539
a5439252456f,4240,3480
bcb4dae91d85,2428,2428
27c3a9b1d888,3032,2520
04af69b81c7e,3032,2520
ba2b40893712,3032,2520
b2d8e6da8935,4256,3488
5da2c55e6c13,2832,2320
9321fdb7956b,3812,3488
4024e564722b,4248,3480
42ae168b660f,3056,2544
56ed68c28819,3028,2518
f22489107be1,3190,2746
bbcaf12f5c75,3032,2520
a5d669959aab,2828,2320
0f86d39499c3,2140,1760
dd7805f39e0d,3408,3164
407b66d46c36,2992,2991
fdb87f885d0e,4256,3488
d0bb6e1f6132,3032,2436
c0b8daed0225,2846,2330
c379411716f4,2846,2330
bfbe7fbcbb22,2996,2507
3607190f3f38,2872,2416
1bb4e94e3f39,2836,2336
a3f39bd39314,2802,2805
a92a89c016bf,2872,2416
f9c3bb697d31,2428,2428
0439f052b73b,2836,2336
4f3d52d652dd,2832,2320
cccc4a472171,2832,2320
976589a48d16,2840,2874
ea6150f7e739,3020,3052
b394d991b617,4240,3480
0a3ff348b17f,2836,2336
d79b606c8afb,4248,3480
aa242582e259,4248,3480
606b9b7b4b9a,4248,3480
e67d15264570,3052,3052
8b4e375dc274,3052,3052
12525e86fa15,4240,3480
db00cd1b6beb,3056,2544
90ce68ed79ce,2976,2536
7ce7267d2acc,3050,2539
42baace5cd3f,4248,3480
5662a418a7f0,4256,3488
c1efa8f0be37,2798,2801
3ff62f6ba1c6,4248,3480
0fee4da39e93,2501,2330
09a484920a1d,2836,2336
01685340af75,2846,2330
64a776818efe,3050,2539
e2fac56a56bd,4248,3480
e283f58f6d76,3056,2544
3d19da0d4ee6,3408,2800
5597d905aa5c,3052,2868
41124e1492aa,2867,2937
f3036ae57784,2836,2336
d28ee143f517,2992,2991
0b2c2e6d7192,4256,3488
1117adfb1445,4240,3480
ade3c3a06a61,2836,2336
97f88e6913e1,2832,2320
318057da5ea0,3032,2436
548939938de2,2988,2988
98a1169c3073,2836,2336
0e3bf1e3d4a7,3028,2518
ca28f6c2f672,3408,2800
c6efff193bd9,1387,1140
473dfd35782a,2799,2681
56e2f9ad952d,2802,2801
d6742f8a921b,3032,2520
35ad423bca61,2836,2336
28a00b55fd02,2140,1760
8438a6e0c60b,4240,3480
460d99af3da9,2990,2991
f8fb0c9ec22a,2237,2188
4dbdf2240c17,3480,4240
bd0fa715c95c,3004,3052
f6ef78fff495,2846,2330
0ac8924c4eee,2791,2528
31bb97761a90,2836,2336
5b63997ed831,2854,2800
9699ffba649c,2573,2532
ce430706efe2,3056,2544
1643171226c2,4891,4020
947eb961a785,3408,2800
bb52bbb91924,2992,2991
103bd9ed3929,3232,2800
a714abec2bef,2832,2320
6699f436fd28,2759,2436
3a21e049fb15,2966,2554
8e1f49b85369,3408,2800
262106ee8f85,4240,3480
110dde407e0a,3165,2800
732668dc8b67,2802,2801
94ac06d0b5d9,2699,2525
a3982daa9a3a,3060,2548
3fd7fa7c1b83,4240,3480
52d9af96139f,3488,3488
b0dd0ee01594,3056,2544
2024f8ab86b4,3000,3000
1be144091e2d,2800,2874
d9652442404c,2431,2010
3bb9d1009a11,4256,3488
3485947413e1,2832,2320
0e449f567083,2759,2330
b45444b81d3d,2992,2991
98a63209c4eb,2832,2320
18bc99671fb9,2836,2336
673f5c24fab8,4256,3488
ba2fd6efa983,2880,2540
bfa8feb11bec,3032,2436
fb644cbadd58,1387,1140
f9117d729034,2840,2874
fc3cecdf50b2,3048,2536
1b97fb772253,4240,3480
bdbe3fa1b316,2822,2330
5cd1b4c1bc31,2539,3050
1e099040e6ff,3000,3000
543e29e7d374,2985,2943
a656f310024c,4240,3480
c309fffbadbf,2832,2320
b700a42eba4e,2836,2336
20cc91493f24,2802,2801
a16f0faccc7c,2992,2991
d2f64585a253,2836,2336
ddef2583d5db,2832,2320
8d1b3efffbbb,4240,3480
4d3847ba95ed,2012,2012
9206443f38f4,4240,3480
82b4d25ef4d7,4240,3480
7e8f72303875,3050,2539
53359821ebef,3480,4240
8529395d2a79,2832,2320
3a5a28071e03,2996,3004
8eee4b098b75,3048,2536
14ad2e08ab7f,4256,3488
550a30a6fdd6,2880,2540
d4543383eeea,2836,2336
666f26fc1ac5,4256,3488
36a80e8349a6,4256,3488
ddd175bfcb35,4256,3488
bc179d29b11b,3125,2800
34d78e39990b,4256,3488
d142896b5581,2840,2874
87edfbe83edf,2962,2944
65f07a999eae,2836,2336
658ec726c175,3050,2330
578d1c165af7,3056,2544
12df1d79626b,2812,2381
b6a0d6efea4e,2992,2991
e29f0f0518a0,2992,2991
9edc9dc8e8e6,2836,2336
e89536bb9b9c,2836,2336
07fe0210c4d2,3032,2520
c18cd05c1cbb,2832,2320
3e17d804f89c,3032,3032
010e677381f7,2880,2400
d36f8cd69fa7,2836,2336
64a837dcc2f2,2846,2330
5c1a57dd5e8a,2836,2336
9595d2eb97d7,4891,4020
55de7e11b33b,2400,2631
2555fc5e74c0,3056,2544
e297b1e6b8ee,3408,3320
cfc1a9fed40d,2836,2336
1e44bca573b2,2836,2336
9eb725cdb713,4248,3480
46e85d849bcb,2992,2991
a998c74ce8a9,3048,2536
d5b9b9f3ee57,3006,3006
64138eedc898,2789,2781
d250cb25dd00,2880,2400
1c566290d70c,3056,2544
8a6ff2ab86ee,4240,3480
fb832b7cf730,2832,2320
40844df2c2ce,3072,2560
9c21b784e2d7,3052,2572
df77d7ba34cf,3050,2539
6fa81edb1524,2532,2471
dbb9293e1d3f,2836,2336
0a990c89256a,3032,2520
02037e3e6555,4240,3480
4b2f144a1a8b,3125,2800
5a61b0340fbc,3032,3032
7fa8f43e5e81,3050,2539
6606cab99998,3056,2544
6d0230e7bc33,4248,3480
30ecd2d4dce8,2872,2416
2ef7ed8ae9c8,2561,2215
8e996910e702,2836,2336
a001a2ab02c8,3032,3032
018343ac5c25,3408,2800
d00013065b7d,4256,3488
1f1cd330f513,4248,3480
ea408a91db91,4248,3480
74077a8e3b7c,3056,2544
5687abeb8010,3408,2800
dcab18be6a8e,3032,2436
051c0c15073e,2872,2416
db623fdc0fc4,2996,2982
f5217eb57e14,1790,2021
f071f42fe94e,3056,3198
932dabe18d3c,3408,2800
ffcc16bbf428,3408,2800
f498c1076c0a,2836,2336
624cdf15ec99,2832,2320
921b1b74c82a,4240,3480
0fd7a3ffe6d6,4256,3488
fc17b18cdd16,3408,2800
daa9bddc5fe6,2846,1842
4dc35109eba4,2846,2330
948e89f0686a,2992,2991
68d2e8216f77,2836,2336
09e2e25583e7,2808,2874
611964e17dd1,1387,1140
20207b3b8a07,3052,2932
e6f8a7c5875c,3480,4240
0e8310f8b1a2,4248,3480
c80d2df370e8,1387,1140
cc0ff943ffd0,2685,2526
671c789ea79a,2647,2539
887abcb3bf50,3032,3032
8e06769a7ceb,2992,2991
52bf81c57bb2,3408,2800
15e6cb19e0df,2878,2565
de1a0182928b,2987,2982
5a43c16b88d7,2872,2416
a2613e16424d,3032,2436
c0219c31c527,2802,2801
4e720363b7cf,2980,2988
940996303881,2836,2336
15f29140a676,4240,3480
17eb45bb77f5,3005,2711
c3510a436bff,2872,2416
04d1774c080a,3056,2544
12580967d3ec,2872,2416
44eb07541e14,2802,2801
7ed1695b7683,2785,2971
0fdddbeae716,4248,3480
27e463d224ef,3320,3408
a1334d926c7b,2544,3001
692f1f18f529,1387,1140
307a239c069d,2816,2874
30ccf60a7c44,4248,3480
be68c5758c13,3408,2800
8eed7f12b4c5,4240,3480
b48682a34cfe,3408,2800
25a090ab5ac1,4256,3488
fc540611c9d1,2118,2040
077fe957981a,1387,1140
149356f04849,2836,2336
e9d11bcc30df,2836,2336
6861c5992717,3408,2800
5052f1d62d89,1387,1140
9c3f08f1f71e,3056,2544
5111b11537d3,2012,2012
a795d215c013,2836,2336
3ed2d8cd040a,4256,3488
d6f42229ae9d,4240,3480
a470199a49db,2846,2330
041ff8cc34cf,3052,3052
8061563f9228,4248,3480
aee88f839c69,2590,2797
0df80555870d,2836,2336
be47d4efb679,3072,2560
81e2c14eb094,1387,1140
af7b5afa229f,2832,2320
2db404b60c2d,2846,2330
d6c24f4ad992,4248,3480
d69fcf5356a5,2836,2336
96417c620956,3408,2800
f0d2179664cc,2140,1760
92a3436c3229,2872,2416
2b77b097df2a,2836,2336
4364230d15f1,3032,2436
a0576acc82d2,2836,2336
666e1850f190,2846,2330
406933b91104,2539,3007
e72c0c07809b,4248,3480
452da76983c5,2810,2733
627a5f9f33a6,3052,3052
b5ba0e605601,4256,3488
5f277dd055dc,3032,3032
ff46eefd123c,3408,2800
61e618dc7f9a,2791,2800
b9662686a5ae,3000,3000
83f72d6b60d1,2807,2330
cdf8ba91306a,2802,2801
92552b44c70c,3279,3239
32ebc75d961e,2836,2336
ff6ee6ae167b,3056,2544
e6211c5c218c,2872,2416
6b6b72356cc9,3032,2436
2efce4f80222,3408,3320
05c5bab5cf9d,2538,2061
b813385b09f0,2140,1760
c7f5e09a2415,3050,2107
e9dd2e15cb8b,2836,2336
229767715ab5,2942,2458
f0ab1da96100,4248,3480
342124a4d8d2,3056,2544
42b59639c5e7,2836,2336
89c3baa32546,3032,3032
fe2aaee14b5d,3048,2536
7c06ff390c95,3032,2436
ffcc6edd9445,3480,4240
4ef5fa3a4bc6,4240,3480
23772ff0d697,2798,2801
5b1e5fabcb5d,4240,3480
26a137734cc8,4256,3488
0a60c7787fee,2832,2320
501a1477a60f,3052,3052
394536fc0dca,3480,4240
5d2ce88dc192,4248,3480
04a4a5b779fc,2623,2359
9641578a178b,2836,2336
cec9a538ac59,4256,3488
f8c0356edb65,4240,3480
5b8d34cda68e,4248,3480
7c0d62261831,2846,2314
5db0fa005512,3050,2539
f5d79fc8f22e,2982,2969
7af22f9e7ac8,2846,2330
4d5364b334dd,4248,3480
8e882bd6662a,2840,2874
3cf74e294e2d,2832,2320
3bd8bd96937e,2802,2801
a39f5b241c5a,2880,2400
78e928d741d3,3048,2536
32ec1b413763,2802,2801
5cae48f87eb1,4248,3480
c697b7d09124,2566,2581
0dcc9cfc44b6,2808,2874
e1e1cd77ddb5,4256,3488
c1121a925f2a,2832,2320
aabf3a11ea75,2802,2801
65bd2ff1f2a1,2832,2320
759b9866a2d8,2846,2330
62318cb53fbd,3032,2436
8504cc506789,2832,2320
cada5310214b,1387,1140
da4b622d58bc,2428,2428
63bcb93c9d31,2836,2336
37c2eb00d771,2808,2874
ccdc93ecab12,4248,3480
e4444d6da8ce,1387,1140
23b9a2b1efa0,2992,2809
06f4f2f03a93,2840,2874
57f76ef70b18,4248,3480
78dd642c634a,4240,3480
b72a9cb51f29,4248,3480
44674edbc278,3480,4240
b3eae4881218,2703,2680
1260a8ac7750,3032,2436
d24a399e94c4,3032,3032
69aaaf77efdb,4248,3480
d3a3199e03d9,3056,2544
6c3b72416712,2836,2336
136af218f8df,2802,2801
f01464aa7c6d,3056,3198
166921f01e2f,2872,2416
521c52f514d0,2798,2801
329172d2a7eb,2880,2540
202ce5802ee2,2836,2336
1ec6cb4debf9,2992,2991
efe83e860c17,2446,2010
364e2b97c131,3000,2228
6d1d65e65b8c,1387,1140
1868b773b6f3,3032,2436
4123a71d9796,4248,3480
f13f9ace0a9a,3032,2436
41b6fe25b370,3056,2544
c9548a430ddb,3000,3000
c4159a5ee69b,3052,3052
137b79059dd4,3408,2800
ce435a634ee1,1387,1140
05ef4358baa9,4256,3488
bd4d8e29de6e,4256,3488
7df0ba4a1d45,4248,3480
0aa773e594a8,2836,2336
66a76500f83b,2992,2991
6dff1a912e05,4256,3488
3503e6325419,2880,2540
d19950710463,2832,2320
4b89119a5a67,3028,3012
0171f8209991,1387,1140
8a38c00672d5,2832,2320
b37327cc615f,3032,2520
2a0446ef8ac3,2992,2991
354b798ab2fe,4256,3488
d9989cde71cb,4248,3480
e86e443c371b,3027,2516
1f52aa50d6e8,2140,1760
fe6cd1fbae72,2836,2336
4f11b62bab24,3056,2544
1491d6fc53d6,3320,2680
ceff5e389de0,3480,4240
36c493013b44,2140,1760
8608a37115a1,2556,2336
de70ed3c1107,2140,1760
c83cd153a1b4,2772,2336
c01d581d6b2a,3000,3000
e190c0f7d7b9,3056,2544
506dca9ef41f,4240,3480
6607594d8cb9,2428,2428
8d95b5ebc5e1,4240,3480
4f257ce09b76,2792,2874
9d06283b8ebd,4256,3488
65b25f2f8b86,2832,2320
050021ae3649,2832,2320
da256b2c2b8b,2802,2801
0ece4e436d5b,2836,2336
ca3d5cf5cb68,2418,2457
a174a4f6c807,3032,2436
d61bf240956c,2580,2243
d61a43d5c520,4240,3480
e498491b1526,2832,2320
8996786f0aa4,3328,2800
0572ef0d0c1a,3032,2436
88b669cb78b2,2832,2320
727775e601cc,4240,3480
f7f759f7a4f1,3032,2436
793e044f2c5b,4891,4020
94cb7b6ff132,4256,3488
df4a6950e90f,3032,2436
49f089b7684b,2836,2336
0199e056a941,4891,4020
6dc786c00bda,3056,2544
8cd29e5eac35,2832,2320
ffab0f8f27f0,3050,2539
bde156ebdcd2,2954,2965
fd976b597637,4248,3480
87ffe1b72142,2836,2336
3bcb88c7fb34,2140,1760
7317e56f9189,2969,2965
7d4623a57d57,2808,2874
ea3d66fd0904,4240,3480
a323aa3f8d60,2872,2416
0d3372b1f093,2832,2320
17de208479c3,4240,3480
4387a361ab85,3050,2539
a6e864398336,2985,2961
c911acd72665,3032,2436
64bb7cf230d3,2836,2336
e7be504cf8e9,4248,3480
ce245a692db8,2836,2336
c113eeda4af3,4248,3480
c1d6bffc0507,2872,2416
948a27af7d0b,4240,3480
20466076f5e1,3032,2436
eca143207a92,2836,2336
42f5eca1848b,2383,2193
8e2698e8ff11,3408,2800
cd3ed4265251,2880,2540
a57bf6dd6119,4248,3480
94ce7dffb3eb,4891,4020
61d8f4b28030,3056,2544
bd99501aa2dd,2836,2336
5577578a9f6a,4248,3480
7e99b9eb897b,3480,4240
30e5f099eff2,1387,1140
808aa095bda2,2992,2991
e3cfb3330b60,4891,4020
211890ccc8d2,2840,2874
c9b62a594b8c,2880,2540
8de440c6f344,2787,2365
ad37a4fbedd4,4248,3480
10fb3cdeaed5,3032,3032
9492b63c1e3f,3032,3032
912fbfa9f737,2836,2336
545096ff25ac,2880,2400
072999833ab4,2832,2320
ed3682285d63,2992,2989
b1e5ceef3f66,2968,2935
42d866acde2c,2836,2336
4507b1846ced,4256,3488
5af8dfe95d88,4248,3480
71bd712327a6,2872,2416
ae781da41bff,2836,2336
b066908bc2f3,3056,2544
087837197282,3056,2544
00b8180bd3a8,2992,2991
0c6b440ba98e,4248,3480
3f79915dd256,2992,2991
645338636eee,4240,3480
9a7132fee727,4240,3480
0b4a60630af2,2140,1760
353ced4c326d,3052,3052
f99a5edd65aa,2993,2958
7b7275d670e7,2832,2320
0980c2cdb557,3408,2760
09a76af15954,2836,2336
9f443c090df6,2957,2975
e0440b6cae4d,3056,2544
8867667cef09,2021,2021
d8c835ba6e7c,3032,2436
0d9825637fd8,2802,2801
9d7faec50cfa,2836,2296
c4b68b29a072,2140,1760
74639dcd7a0f,3032,3032
fb38bfebfabd,2242,2268
356f8fc9cae7,3408,2800
fd74cde91d90,4240,3480
6f54e9cbd180,2140,1760
eef757610245,3328,2800
5faceacc7da1,3032,2520
211fb5827afa,2836,2336
71b601075a2c,4240,3480
628fa951330f,2836,2336
905053213b77,3408,2800
f67a3cc833d5,3056,2544
b0fdac52f1d4,3050,2539
d2dc88c5ac81,2880,2540
fbd384384f57,2656,2950
cf613b0f630e,2836,2336
0bd6cd815ba9,2140,1760
9d20ff2ff577,3050,2539
d080a0842281,3032,2520
60bc2b30e222,2832,2320
800f8d136ef5,2836,2336
296aaf716ae0,2802,2801
60390de6b3c5,1387,1140
36cf2080b192,4256,3488
0b55cd36e5cc,3755,3489
b67ae6dbda2a,2836,2336
8b35749b7bc6,2836,2336
9eff60fdf2da,2880,2540
e8c95d9d060f,4256,3488
66dbe0398480,2846,2330
2e37fb0a6193,4240,3480
e5423ff79c03,2548,2492
5167ff5f6abe,4240,3480
3198e7526afc,3032,2436
f7bb2e09d818,2239,1986
513502db64b7,4248,3480
f239ff9ef0da,3320,3408
af1b8b1a26ce,2992,2801
8f58493aa6be,1387,1140
61906bea9eab,2683,2269
8f3472758167,3408,2800
5f16050c324e,2836,2336
0c22dc834dea,3032,2520
d1ff8bfaf6ab,2517,2330
4bb94cd7f2f4,2140,1760
9bd0005d2873,2836,2336
0afaed6c0a69,3050,2539
db4f4f01f852,3056,2544
ba90b53ea840,4248,3480
e37e60f51f2c,2832,2320
d2c19614a213,2832,2320
39acf134b0a1,2832,2320
0a2d3681339d,4248,3480
fee6b3f57081,3408,2800
e8c529974e0b,4891,4020
d71363e4fef1,3032,2436
f6c4ab492e7d,2802,2801
c97d6fe880a7,3344,2800
04ee818a03d6,1387,1140
525fbc8d3610,2992,2801
b7da62bf0a1a,2750,2330
b55092ef36fc,3056,2544
1ff2da663fc5,4891,4020
35e398a5a431,2140,1760
cb6f637caa31,3488,3488
5f6849a0cf87,3052,3052
60f42538e81f,2836,2336
27aae8370c1e,2836,2336
c3a09e8a600d,2140,1760
c1eb5c1e81fd,3048,2536
c8294ce59bdc,3050,2539
43883549bf9b,3032,2520
866e0f62077e,4256,3488
c7925ab50eb0,2140,1760
756dbcc3be70,2140,1760
1697c6702167,4240,3480
025c5bde94c7,2840,2874
3138649980f0,2863,2330
d241b5fe7b72,2955,2813
499c4b6c9783,4248,3480
bcd2179fa24e,2140,1760
78a1960aa312,3408,2800
c8b2138cd267,4240,3480
d355ba313f5e,3032,2436
86d6ed01e772,3050,2539
2eefbd9bc7b9,2836,2336
9a9d89ca4aa0,3071,2800
2e637e229e50,2802,2801
b7a016c2e971,2836,2336
7ab83155a470,2650,2653
fa5e3f933004,3007,2800
c8d47dfdb54b,4240,3480
eda3630b3819,3184,2800
d53cb59b665e,3408,2712
961e67cadcdc,3056,2544
fa85ced07984,3050,2539
c6c1212a03b3,2975,2800
8c7bdccb65ed,3032,2520
35e2412a3706,3027,2516
07fd8eed8cbc,2021,2021
adf925d6c357,4256,3488
9cebf3ac862c,3004,3052
bc0f03c3a318,2880,2400
eb0a668ec905,2846,2330
fed0ecac96cb,4256,3488
1f90178d3678,4240,3480
9ee1d222ae5a,4240,3480
e2834bb80a4f,2872,2416
1701be774ecb,2880,2540
86c22fdbdf51,3052,3052
4d94d9d0f8df,2832,2320
9424a53c8d6a,3050,2539
a1279146145c,3032,2520
c1081aafd290,2836,2336
02bc68ef4265,3032,2436
cafe87118d59,4248,3480
042efea6bd1d,3032,2436
7f2d2e7bfba8,2836,2336
25013a0689fc,3056,2544
c8e548bba5f8,2836,2336
33ba04cc6e44,1387,1140
7ff9102be785,3408,2800
0b1408cf87e7,2836,2336
f1f673778fc9,4256,3488
1c306780d2f7,4240,3480
93a09edfd468,2836,2336
f5ea46733907,3048,2536
